doc_id,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9
105,0.024907882346,0.201453971179,0.048629853824,0.198977870453,0.232185752068,0.077100762485,0.025336385243,0.121056508415,0.021720969163,0.048630044825
106,0.013712553036,0.142847900448,0.023776392067,0.142019420211,0.092397568862,0.439696631899,0.015770943599,0.093399171480,0.012602987232,0.023776431166
107,0.015446772930,0.224552190408,0.021414667252,0.229772054109,0.245816103689,0.065167756818,0.012200896428,0.151791382008,0.012423476494,0.021414699864
108,0.021513238124,0.214173592017,0.035570165649,0.214824284570,0.155287258047,0.049682004442,0.113486601265,0.135296597795,0.024596026787,0.035570231303
109,0.013153904742,0.206306994019,0.020319739834,0.203184182219,0.342384531754,0.054836482229,0.011603651924,0.116169059139,0.011721675332,0.020319778809
110,0.013339299226,0.200152510355,0.023091431657,0.196119243910,0.335024172549,0.064296346834,0.010658062889,0.121659343950,0.012568111462,0.023091477169
111,0.038016583567,0.178924611184,0.072530535490,0.176112333851,0.203990884336,0.064359096953,0.021934647652,0.135774768575,0.035825908325,0.072530630068
112,0.009767992199,0.166335208014,0.015521592952,0.168985028047,0.084780592025,0.394642286584,0.007642454135,0.127803825888,0.008999400874,0.015521619282
113,0.006437832946,0.225661076729,0.014741149859,0.219889221351,0.349571820539,0.042510343421,0.005131221555,0.115687123134,0.005629004947,0.014741205519
114,0.336684130121,0.014132671561,0.158519501649,0.014222857258,0.009402693868,0.008874103021,0.008130227511,0.010864848353,0.280650637010,0.158518329648
115,0.261084426485,0.052740082595,0.214147609331,0.053125014236,0.034112776295,0.038186227868,0.032910923507,0.037422159267,0.062124361167,0.214146419250
116,0.420546971698,0.012425041516,0.086113238961,0.012509120908,0.007875826123,0.010182746759,0.006037221948,0.009630032426,0.348567065966,0.086112733696
117,0.667793786292,0.003942129792,0.025031685906,0.003958531661,0.002944142177,0.003000698050,0.003359305497,0.003046437921,0.261891713538,0.025031569166
118,0.121753274902,0.052493735799,0.267319636552,0.052929408493,0.034915197013,0.041127287940,0.051890023739,0.043444175216,0.066807301991,0.267319958355
119,0.256256942839,0.020759359634,0.157617549088,0.020899569030,0.014120460292,0.017838563975,0.018602548293,0.017604573989,0.318683592935,0.157616839926
